,SAVSNET_consult_id,SAVSNET MPC,Consult_date,Species,All_Chemicals,Chemical,chemical,Disease,disease,vaccines,vacc,simple_chem,Simple_chem,year,month
2513,5995646,other_healthy,17-04-2019 09:10,unknown,,,,,,,,,,2019,April
2777,6202667,vaccination,06-05-2019 14:13,dog,"['Nobivaclepto4', 'omeprazole']","['Nobivaclepto4', 'omeprazole']","['Nobivaclepto4', 'omeprazole']","['inappetence', 'Cough']","['inappetence', 'Cough']","['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2019,May
917,4921376,other_healthy,18-08-2018 09:08,dog,,,,,,,,,,2018,August
1439,2379344,vaccination,31-10-2016 17:57,dog,,,['L4/KC'],,,,,,,2016,October
4072,5625268,other_healthy,21-01-2019 14:31,cat,,,,,,,,,,2019,January
1736,1864880,vaccination,07-11-2016 14:33,dog,,,,,,,,['Intranasal 4 week'],,2016,November
3682,3893314,vaccination,17-11-2017 17:29,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']",['calculus'],['calculus'],"['Nobivacdhp', 'Nobivaclepto4']",dhp l4,,,2017,November
636,204252,other_healthy,29-09-2014 16:50,cat,,,,,,,,,,2014,September
178,686365,vaccination,10-09-2015 09:34,dog,,,,"['patella luxation', 'Cough']","['HAD', 'patella luxation', 'Cough']",['Kennel cough vaccine'],kc,,,2015,September
3226,4751230,other_healthy,16-07-2018 14:04,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,July
2835,4184311,gastroenteric,02-05-2018 18:15,dog,,,,['vomiting'],['vomiting'],,,,,2018,May
4002,2551333,other_healthy,12-12-2016 17:38,dog,,,['Suture'],,,,,"['w/w', 'Intranasal 4 week']",,2016,December
1348,6382510,other_healthy,15-07-2019 12:35,cat,,,,['diabetes'],['diabetes'],,,,,2019,July
1774,219443,other_unwell,13-10-2014 17:18,dog,,,,['Otitis Externa'],['Otitis Externa'],,,,,2014,October
471,1122365,vaccination,29-01-2016 09:21,dog,,,"['gaine', 'l4/kc a039a02/a068g01']",,,,,,,2016,January
1061,831711,vaccination,18-11-2015 09:07,dog,['Intranasal 4-5'],,['fine'],,,,,['Intranasal 4-5'],['Intranasal 4-5'],2015,November
4136,6139151,vaccination,22-05-2019 09:20,cat,,,,,,,,,,2019,May
2091,955618,vaccination,18-12-2015 14:14,cat,,,,,,,,,,2015,December
3258,4791384,vaccination,24-07-2018 09:45,dog,['nobivacdhp'],['nobivacdhp'],['nobivacdhp'],"['diarrhoea', 'vomiting']","['diarrhoea', 'vomiting']","['Nobivacdhp', 'Nobivaclepto4']",dhp l4,,,2018,July
2009,791534,post_op,11-07-2015 09:37,cat,,,,,,,,,,2015,July
3622,939005,vaccination,15-12-2015 10:36,dog,,,,['lipoma'],['lipoma'],,,,,2015,December
3007,6523172,vaccination,08-12-2019 09:41,cat,,,['trica'],"['spleen disease', 'Feline leukemia virus']","['spleen disease', 'Feline leukemia virus']","['Nobivac ducat', 'Nobivac tricat', 'Feline leukemia virus vaccine']",ducat tricat felv,,,2019,December
4130,2126398,other_healthy,09-06-2016 16:12,dog,,,,['conjunctivitis'],['conjunctivitis'],,,,,2016,June
4057,5651853,other_healthy,26-01-2019 14:43,dog,['Intranasal 1 week'],,['bilati'],,,,,"['bilati malssezia', 'Intranasal 1 week']",['Intranasal 1 week'],2019,January
800,3882303,other_unwell,15-11-2017 14:54,cat,,,['linley oesophagitis/gastritis'],['vomiting'],['vomiting'],,,,,2017,November
1102,4146655,other_healthy,26-01-2018 09:53,dog,,,,,,,,,,2018,January
3162,4932093,other_unwell,21-08-2018 09:28,dog,,,,,,,,['tablet every 3'],,2018,August
1094,371928,post_op,21-03-2015 10:18,dog,,,"['fine', 'suture']",,,,,,,2015,March
69,1506060,gastroenteric,22-04-2016 09:57,cat,,,,['vomiting'],['vomiting'],,,,,2016,April
433,1668585,other_unwell,30-05-2016 10:05,cat,,,,['tachycardia'],['tachycardia'],,,['euthanasy'],,2016,May
870,3058535,vaccination,25-04-2017 10:22,cat,,,['trica'],,,"['Nobivac', 'Nobivac tricat']",nobivac tricat,,,2017,April
4248,156456,vaccination,18-08-2014 17:15,cat,['Tri-A318C01'],['Tri-A318C01'],['Tri-A318C01'],,,,,,,2014,August
168,2862251,post_op,03-03-2017 14:01,dog,,,,,,,,['parvo vache'],,2017,March
697,5006230,other_unwell,09-05-2018 12:05,cat,,,,,,,,,,2018,May
3966,1140417,post_op,02-02-2016 14:47,dog,['Intranasal 1 week'],,['fine'],['Vomiting'],['Vomiting'],,,['Intranasal 1 week'],['Intranasal 1 week'],2016,February
608,5335297,vaccination,11-12-2018 17:29,dog,,,,,,['Nobivac'],nobivac,,,2018,December
669,2212061,post_op,24-09-2016 16:39,cat,,,,"['fracture', 'abscess']","['fracture', 'abscess']",,,,,2016,September
1990,5785008,vaccination,26-02-2019 15:56,dog,"['Intranasal 2 week', 'nobivacdhp']",['nobivacdhp'],['nobivacdhp'],,,"['Nobivacdhp', 'Nobivaclepto4']",dhp l4,"['Intranasal 2 week', 'scavenger']",['Intranasal 2 week'],2019,February
318,5138985,vaccination,10-02-2018 15:43,dog,,,,,,,,,,2018,February
1664,5241344,other_healthy,23-10-2018 17:12,cat,['wormer Intranasal a'],,"['fine', 'trica']",,['vacc- Feline leukemia virus'],"['Feline leukemia virus vaccine', 'Nobivac tricat']",felv tricat,['wormer Intranasal a'],['wormer Intranasal a'],2018,October
949,1978325,post_op,08-03-2016 18:25,dog,,,,,,,,['VMB'],,2016,March
4280,5548332,other_healthy,01-04-2019 13:53,dog,,,,,,,,,,2019,April
1701,1816956,vaccination,30-06-2016 17:36,unknown,['Nobivaclepto4 A046A01'],['Nobivaclepto4 A046A01'],['Nobivaclepto4 A046A01'],,,"['Nobivac', 'Nobivaclepto4', 'Metacam meloxicam']",nobivac l4 metacam,,,2016,June
3207,657368,other_unwell,30-09-2015 14:17,cat,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2015,September
896,6521026,other_healthy,08-10-2019 11:16,dog,,,,['infection'],['infection'],,,,,2019,October
1436,2644155,vaccination,01-07-2017 10:03,dog,,,,"['Cough', 'liver damage']","['Cough', 'liver damage']",['Kennel cough vaccine'],kc,,,2017,July
3843,5612017,other_unwell,17-01-2019 19:00,dog,,,,,,,,,,2019,January
1483,3805112,gastroenteric,27-10-2017 17:02,dog,,,,['pain'],['pain'],,,,,2017,October
1320,314332,other_unwell,16-01-2015 17:19,dog,,,['schleichera - conjunctivitis'],['erythema'],['erythema'],,,['schleichera - conjunctivitis'],,2015,January
230,1845266,post_op,07-06-2016 17:47,dog,,,,,,,,,,2016,June
40,4756614,vaccination,17-07-2018 10:09,dog,,,,,['PAW WAS'],,,,,2018,July
1975,3177540,other_healthy,26-05-2017 09:30,dog,,,,,,,,,,2017,May
1156,5193154,other_healthy,10-12-2018 17:59,unknown,['Nobivaclepto2'],['Nobivaclepto2'],['Nobivaclepto2'],['Club'],['Club'],['Nobivaclepto2'],l2,,,2018,December
4034,3161192,other_unwell,22-05-2017 15:08,dog,,,"['appetite', 'pu/pd']",,,,,,,2017,May
4104,5118172,other_healthy,27-09-2018 16:53,dog,,,,,,['Nobivac'],nobivac,,,2018,September
3137,4154221,vaccination,29-01-2018 09:52,dog,,,,,,['Nobivaclepto4'],l4,,,2018,January
190,3133117,other_healthy,15-05-2017 10:39,dog,['synuclav for 7'],,,"['inferior lip', 'crusty']","['inferior lip', 'crusty']",,,['synuclav for 7'],['synuclav for 7'],2017,May
4134,6630683,pruritus,09-03-2019 17:27,dog,,,['inflamed - bilati'],['Flare'],['Flare'],['Rabies vaccine'],rv,,,2019,March
420,344491,other_unwell,16-02-2015 15:46,dog,,,,"['colitis Vomiting', 'abdominal pain']","['colitis Vomiting', 'abdominal pain']",,,,,2015,February
2910,1265135,pruritus,03-01-2016 14:58,dog,,,,,,,,,,2016,January
1218,3723205,vaccination,10-09-2017 15:22,dog,,,,,,,,['ear.eyes'],,2017,September
3300,920153,other_healthy,12-10-2015 10:20,dog,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2015,October
3095,992098,other_healthy,30-12-2015 10:04,cat,,,['3\\5'],,,,,,,2015,December
3885,5000603,vaccination,09-04-2018 14:28,dog,,,,,,,,,,2018,April
231,1117457,vaccination,28-01-2016 10:07,unknown,,,,['Pododermatitis aseptica diffusa wax - <'],"['Pododermatitis aseptica diffusa -', 'Pododermatitis aseptica diffusa wax - <']",,,,,2016,January
1660,5561814,other_unwell,01-07-2019 19:07,dog,,,,,,,,,,2019,July
541,2080961,vaccination,26-08-2016 15:54,dog,"['Intranasal 2 week', 'nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']",,,"['Nobivacdhp', 'Nobivaclepto4']",dhp l4,['Intranasal 2 week'],['Intranasal 2 week'],2016,August
4251,1317379,other_healthy,03-12-2016 09:55,cat,,,,,,,,,,2016,December
4006,3961863,vaccination,12-05-2017 18:04,unknown,['ASA'],['ASA'],"['fine', 'ASA']",,,,,,,2017,May
1847,2310904,vaccination,17-10-2016 09:59,cat,,,['trica'],['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac', 'Nobivac tricat', 'Feline leukemia virus vaccine', 'Rabies vaccine']",nobivac tricat felv rv,,,2016,October
3768,6725163,vaccination,25-09-2019 10:38,cat,,,,,['Hemorrhagic septicemia tapeworm'],,,,,2019,September
2248,4959338,vaccination,25-08-2018 16:20,cat,,,,,,,,,,2018,August
1386,3461301,trauma,08-07-2017 14:25,cat,,,,['bite abscess'],['bite abscess'],,,,,2017,July
4152,1012297,vaccination,01-05-2016 10:58,cat,,,,['Feline leukemia virus 5EHK01'],['Feline leukemia virus 5EHK01'],"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2016,May
1959,3297259,other_healthy,27-06-2017 17:04,dog,,,,['ulcer'],['ulcer'],,,,,2017,June
1610,876828,vaccination,30-11-2015 09:29,dog,['lepto4'],['lepto4'],['lepto4'],,,['Nobivaclepto4'],lepto4,,,2015,November
2949,3963149,other_unwell,12-06-2017 09:59,dog,['fluorescein'],['fluorescein'],['fluorescein'],"['corneal edema', 'corneal ulcer']","['corneal edema', 'corneal ulcer']",,,['fluorescein'],['fluorescein'],2017,June
2251,3504536,other_healthy,17-08-2017 12:04,dog,,,,,,,,,,2017,August
2829,2052969,post_op,20-08-2016 11:32,dog,,,['solan'],,,,,,,2016,August
1239,4122300,other_healthy,19-01-2018 14:23,dog,"['aspartate', 'glutamate-oxaloacetate', 'Glutamic-oxaloacetic glutamate-oxaloacetate transaminase']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']",,,,,['Glutamic-oxaloacetic glutamate-oxaloacetate transaminase'],['Glutamic-oxaloacetic glutamate-oxaloacetate transaminase'],2018,January
4413,3328882,other_healthy,07-05-2017 11:40,cat,,,,,,,,,,2017,May
3268,3239451,post_op,06-12-2017 17:25,cat,,,,,,,,,,2017,December
4076,2778161,other_healthy,02-10-2017 09:29,dog,,,,,['chest ok abdomen palp'],,,,,2017,October
4249,2380207,vaccination,11-01-2016 08:58,cat,,,['trica'],"['DUDE', 'Feline leukemia virus']","['DUDE', 'pes', 'Feline leukemia virus']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2016,January
3048,5364335,other_healthy,19-11-2018 11:29,dog,,,,"['alopecia', 'Empty Anal Glands']","['alopecia', 'Empty Anal Glands']",,,,,2018,November
1935,1718307,other_healthy,06-09-2016 14:13,unknown,,,,,,,,,,2016,September
3313,191267,other_unwell,17-09-2014 11:03,dog,['Intranasal 1 week'],,['benting'],['otitis'],"['otitis', 'head , sore']",,,['Intranasal 1 week'],['Intranasal 1 week'],2014,September
3111,5959387,vaccination,04-08-2019 17:48,dog,,,,,,['Nobivac'],nobivac,['Intranasal 4 week'],,2019,August
864,2233446,pruritus,29-09-2016 14:37,dog,,,,,,,,,,2016,September
2726,4858387,trauma,08-06-2018 17:06,unknown,,,,,,,,,,2018,June
2869,1442681,other_unwell,04-08-2016 15:04,dog,,,,['sore'],['sore'],,,,,2016,August
1639,589336,pruritus,09-08-2015 16:42,dog,['Intranasal 1 month'],,,,,,,['Intranasal 1 month'],['Intranasal 1 month'],2015,August
60,4154025,post_op,29-01-2018 09:37,dog,,,['fine'],,,,,,,2018,January
617,2412552,vaccination,11-08-2016 11:04,cat,['FeLV/Tricat'],,,,,,,['FeLV/Tricat'],['FeLV/Tricat'],2016,August
3081,2618570,other_unwell,30-12-2016 17:49,dog,['Exocin'],['Exocin'],['Exocin'],"['Ulcer', 'conjunctivitis']","['Ulcer', 'conjunctivitis']",,,['Exocin'],['Exocin'],2016,December
1986,5321578,other_unwell,11-09-2018 10:06,dog,,,,,,,,,,2018,September
187,4860831,vaccination,08-07-2018 09:42,cat,,,,,,,,,,2018,July
2396,5316183,vaccination,11-08-2018 10:37,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['fine', 'Nobivaclepto4']",,,['Nobivaclepto4'],l4,,,2018,August
2511,3097160,other_unwell,05-05-2017 09:24,rabbit,['Intranasal 2 week'],,['xenon'],['dandruff'],['dandruff'],,,['Intranasal 2 week'],['Intranasal 2 week'],2017,May
3839,3093088,post_op,05-04-2017 10:38,dog,,,,,,,,['Intranasal 4 week'],,2017,April
3182,2180137,pruritus,19-09-2016 09:44,dog,,,,"['skin irritation', 'alopecia', 'allergy dermatitis']","['skin irritation', 'alopecia', 'allergy dermatitis']",,,,,2016,September
2134,1368803,other_healthy,23-03-2016 15:12,dog,,,,,,,,,,2016,March
1160,3123472,trauma,05-11-2017 17:30,dog,,,,,,,,,,2017,November
3711,4706830,trauma,07-06-2018 16:08,dog,['fluor'],,,,['dropsy'],,,['fluor'],['fluor'],2018,June
1773,887858,gastroenteric,12-02-2015 09:38,cat,,,,['pain'],['pain'],,,,,2015,February
609,5501941,other_healthy,21-12-2018 10:23,dog,,,,,,,,,,2018,December
1768,346400,vaccination,18-02-2015 14:34,dog,,,['microchiria'],,,,,,,2015,February
3252,3240848,vaccination,13-06-2017 09:15,dog,,,,,,,,,,2017,June
1135,6631957,other_unwell,09-04-2019 09:11,dog,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2019,April
2104,5963203,post_op,04-09-2019 15:16,dog,,,,"['swelling', 'inflammation']","['swelling', 'inflammation']",,,,,2019,September
576,1351138,vaccination,19-03-2016 10:48,dog,,,,,,,,,,2016,March
3352,2780344,other_healthy,02-10-2017 14:31,dog,,,,"['eyelid', 'entropion']","['eyelid', 'entropion']",,,,,2017,October
1361,3628783,other_unwell,16-09-2017 11:03,dog,,,['infeectin'],['tumour'],['tumour'],,,,,2017,September
18,4051765,other_unwell,01-02-2018 11:01,dog,['Intranasal 2 week'],,,,,,,['Intranasal 2 week'],['Intranasal 2 week'],2018,February
2925,1282658,post_op,03-04-2016 16:30,cat,,,,['diarrhoea'],['diarrhoea'],,,,,2016,April
3513,5083252,vaccination,20-09-2018 14:48,cat,,,['espy'],['Diabetes mellitus'],['Diabetes mellitus'],,,,,2018,September
3860,4555639,vaccination,30-05-2018 17:59,dog,,,,,,,,,,2018,May
723,5215546,other_healthy,18-10-2018 09:40,dog,,,,['itchy'],['itchy'],,,,,2018,October
3585,3712845,other_unwell,10-06-2017 10:15,dog,,,,['conjunctivitis'],['conjunctivitis'],,,,,2017,June
3598,3212425,other_healthy,06-05-2017 17:43,dog,['Intranasal 2 week'],,,,['upset tummy -'],,,['Intranasal 2 week'],['Intranasal 2 week'],2017,May
1841,1105625,vaccination,26-01-2016 08:47,dog,,,,,,,,,,2016,January
1710,1520458,vaccination,26-04-2016 09:24,cat,,,['fine'],,,['Feline leukemia virus vaccine'],felv,,,2016,April
2733,1872253,other_healthy,07-12-2016 15:21,cat,,,,,,,,,,2016,December
200,5877501,other_unwell,19-03-2019 17:29,unknown,,,,['eyelid'],['eyelid'],,,,,2019,March
1278,5070765,vaccination,18-09-2018 13:38,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],,,['Nobivaclepto4'],l4,,,2018,September
2814,3799716,vaccination,26-10-2017 17:13,dog,,,,['cough'],['cough'],,,['Intranasal 4 week'],,2017,October
2325,6778216,other_unwell,10-07-2019 17:03,dog,['Non-steroidal anti-inflammatory'],,['givne'],['Empty Anal Glands'],['Empty Anal Glands'],['Non-steroidal anti-inflammatory drug'],nsaid,['Non-steroidal anti-inflammatory'],['Non-steroidal anti-inflammatory'],2019,July
2326,1262684,vaccination,03-01-2016 09:39,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['a423b01', 'Nobivaclepto4']",,,"['Nobivac', 'Nobivaclepto4']",nobivac l4,['Intranasal 4 week'],,2016,January
909,6005635,other_unwell,18-04-2019 18:07,dog,,,,"['infection', 'Otitis']","['infection', 'Otitis']",,,['wax'],,2019,April
2897,1942519,vaccination,27-07-2016 16:27,dog,['nobivacdhp'],['nobivacdhp'],['nobivacdhp'],['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine', 'Nobivacdhp']",l4 kc dhp,,,2016,July
1922,3018183,post_op,04-12-2017 18:02,cat,,,['microchiria'],,,,,['microchiria b/w'],,2017,December
612,4293495,post_op,03-12-2018 09:48,dog,,,,['Otitis'],['Otitis'],,,,,2018,December
751,3878912,vaccination,14-11-2017 17:22,cat,,,['trica'],['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2017,November
749,5771228,other_unwell,22-02-2019 17:03,dog,,,,,,,,,,2019,February
3793,1368274,vaccination,23-03-2016 14:14,dog,,,,,,,,,,2016,March
2081,4840220,other_unwell,08-02-2018 14:34,dog,,,,,,,,,,2018,February
253,1818203,other_unwell,07-01-2016 09:06,dog,['Iodine'],,,['hunched'],['hunched'],,,['Iodine'],['Iodine'],2016,January
4208,2450335,post_op,17-11-2016 10:17,dog,['Intranasal 2 days'],,,,,,,['Intranasal 2 days'],['Intranasal 2 days'],2016,November
2985,6552224,other_healthy,16-08-2019 16:36,cat,,,,,,,,,,2019,August
2336,992069,vaccination,30-12-2015 10:02,cat,,,,,,,,,,2015,December
1486,6168844,vaccination,29-05-2019 14:59,dog,,,,,['vivax - Renal insufficiency'],,,,,2019,May
3934,4696555,vaccination,07-05-2018 09:15,cat,,,,['Club'],['Club'],"['Nobivac ducat', 'Feline leukemia virus vaccine']",ducat felv,,,2018,May
1262,2526265,other_healthy,12-06-2016 12:51,dog,,,,['bleeding'],['bleeding'],,,,,2016,June
3195,87314,other_unwell,23-06-2014 18:10,cat,,,['Put'],,,,,['Put'],,2014,June
2446,1576223,post_op,05-09-2016 17:39,dog,['Intranasal 1 week'],,,,,,,['Intranasal 1 week'],['Intranasal 1 week'],2016,September
4376,1220614,pruritus,19-02-2016 16:16,dog,['dex'],['dex'],"['tri', 'dex', 'marbocyl']",['sore'],['sore'],,,['tri'],,2016,February
1540,6255830,other_healthy,18-06-2019 09:17,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],,,['Nobivaclepto4'],l4,['Intranasal 4 week'],,2019,June
3845,108519,other_healthy,07-10-2014 09:35,dog,,,,['Vomiting infected'],['Vomiting infected'],,,,,2014,October
2586,735283,vaccination,23-10-2015 09:30,cat,['hibi'],['hibi'],['hibi'],['Feline leukemia virus'],['Feline leukemia virus'],['Feline leukemia virus vaccine'],felv,,,2015,October
592,3660814,other_unwell,25-09-2017 10:46,dog,['saline'],,,,,,,['saline'],['saline'],2017,September
3346,3693451,vaccination,10-02-2017 16:39,rabbit,,,,['Viral hemorrhagic disease'],['Viral hemorrhagic disease'],,,,,2017,February
903,290842,other_unwell,23-12-2014 09:38,unknown,,,,,,,,['puttier'],,2014,December
2381,6712775,other_healthy,23-09-2019 09:23,dog,,,,['Diarrhea'],['Diarrhea'],,,,,2019,September
3128,2821313,other_unwell,21-02-2017 14:11,dog,,,['bilati'],['conjunctivitis'],"['small cataract', 'conjunctivitis']",,,,,2017,February
391,5005937,other_healthy,09-05-2018 11:27,dog,,,,,,,,,,2018,May
1109,1785650,vaccination,24-06-2016 08:56,cat,,,,,,,,,,2016,June
1698,6336884,other_healthy,07-05-2019 10:36,dog,"['vit b12', 'Vitamin b12']",['Vitamin b12'],"['vit', 'Vitamin b12']",['diarrhoea'],['diarrhoea'],,,"['vit b12', 'Vitamin b12']","['vit b12', 'Vitamin b12']",2019,May
464,926642,vaccination,12-11-2015 14:49,cat,,,,,,,,,,2015,November
2289,4405620,vaccination,14-04-2018 09:52,cat,,,,,,,,['chipped'],,2018,April
1650,4593822,other_healthy,06-10-2018 10:48,dog,,,,,['healer'],,,,,2018,October
3499,2652093,other_healthy,01-10-2017 09:23,dog,,,['ADV'],['calculus'],['calculus'],,,,,2017,October
2442,3715332,vaccination,10-06-2017 16:15,cat,,,,,,,,,,2017,June
346,5219569,other_unwell,18-10-2018 17:27,rabbit,,,,,,,,,,2018,October
599,1136626,other_healthy,02-01-2016 17:56,cat,,,,,,,,,,2016,January
4193,362952,tumour,03-10-2015 16:03,dog,['Intranasal 2'],,,,,,,['Intranasal 2'],['Intranasal 2'],2015,October
386,4225275,post_op,16-02-2018 17:32,dog,,,,,,,,,,2018,February
789,4436613,post_op,24-04-2018 11:34,dog,,,,"['swelling', 'isoerythrolysis infection']","['healer', 'swelling', 'isoerythrolysis infection']",,,,,2018,April
1113,618270,trauma,17-09-2015 17:46,dog,,,,,,['Metacam meloxicam'],metacam,,,2015,September
2641,819424,vaccination,14-11-2015 10:33,cat,,,,,,,,,,2015,November
1326,5936602,vaccination,04-03-2019 09:30,cat,,,['sachet'],['Weight loss'],['Weight loss'],,,['sachet'],,2019,March
4035,3355313,other_healthy,07-11-2017 18:03,dog,,,,,,['Metacam meloxicam'],metacam,,,2017,November
4354,5262519,other_healthy,27-10-2018 14:33,cat,,,['fine'],['Vomiting'],['Vomiting'],,,,,2018,October
814,6276297,other_healthy,21-06-2019 16:48,rabbit,,,['fade'],,,,,,,2019,June
3548,530019,trauma,14-08-2015 14:46,dog,,,,['wound Pododermatitis aseptica diffusa'],['wound Pododermatitis aseptica diffusa'],,,,,2015,August
4239,4995543,other_healthy,09-03-2018 16:45,cat,,,['tartar'],"['Club', 'Diarrhea']","['Club', 'Diarrhea']",,,,,2018,March
2858,2419591,post_op,11-09-2016 17:05,cat,,,,,,,,,,2016,September
1657,872221,vaccination,27-11-2015 16:34,dog,,,,"['swelling', 'bruising']","['swelling', 'bruising', 'wound oka']",,,,,2015,November
2865,4695550,vaccination,07-04-2018 17:57,cat,,,,,,,,,,2018,April
3892,2041504,vaccination,18-08-2016 10:28,dog,,,"['clear , abdomen ok , DUDE']",,,,,,,2016,August
4165,4541537,vaccination,25-05-2018 14:12,cat,,,,['CE'],['CE'],,,,,2018,May
2436,6081998,other_healthy,05-09-2019 10:11,dog,,,,,,,,,,2019,September
2382,3478145,other_healthy,08-10-2017 17:21,dog,,,,,,,,,,2017,October
2522,2209416,other_unwell,23-09-2016 18:41,cat,,,"['aspirata', '....']",['swelling'],['swelling'],,,,,2016,September
451,551124,vaccination,24-08-2015 17:31,dog,['L4/kc A032A02/A066C02'],['L4/kc A032A02/A066C02'],['L4/kc A032A02/A066C02'],,,['Nobivac'],nobivac,,,2015,August
598,6034755,other_healthy,27-04-2019 10:11,cat,,,['fine'],['Club'],['Club'],,,,,2019,April
3608,701054,vaccination,13-10-2015 16:30,cat,,,,,,,,,,2015,October
418,4515244,vaccination,18-05-2018 08:41,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,['eurafrican'],,2018,May
3323,2094709,post_op,31-08-2016 10:02,dog,,,,,['healer'],,,,,2016,August
3906,5549531,other_healthy,01-04-2019 15:45,cat,,,,"['Club', 'obesity', 'Diabetes mellitus']","['Club', 'obesity', 'Diabetes mellitus']",,,,,2019,April
3133,1832673,vaccination,07-04-2016 17:16,cat,,,['trica'],['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2016,April
1182,1022184,post_op,01-06-2016 18:04,cat,,,,['Weight gain'],['Weight gain'],,,['vit berkowitz'],,2016,June
3852,224847,post_op,18-10-2014 09:11,dog,,,,,,,,,,2014,October
3032,2528508,other_healthy,12-06-2016 17:55,dog,,,,,,,,,,2016,June
842,3913394,other_unwell,23-11-2017 13:36,dog,,,,,['blood - dehydration'],,,,,2017,November
4096,1243886,other_unwell,25-02-2016 14:52,dog,,,,,['dropsy'],,,,,2016,February
1597,3681727,trauma,29-09-2017 09:50,dog,,,,,,,,,,2017,September
356,612454,vaccination,16-09-2015 10:31,cat,,,,,,,,,,2015,September
1781,361920,vaccination,03-09-2015 16:49,dog,,,,,,,,,,2015,September
1919,2279666,other_unwell,10-10-2016 10:46,dog,,,,['Conjunctivitis'],"['isatis dropsy', 'Conjunctivitis']",,,,,2016,October
748,4535755,other_healthy,24-05-2018 10:10,cat,,,,['gingivitis'],"['gingivitis', 'rhe mouth']",,,,,2018,May
3613,3916535,vaccination,24-11-2017 09:25,cat,,,,,,,,,,2017,November
448,3132234,post_op,15-05-2017 09:33,cat,,,['trica'],,,"['Nobivac tricat', 'Nobivac']",tricat nobivac,,,2017,May
3867,3972391,vaccination,12-08-2017 09:38,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],,,['Nobivaclepto4'],l4,,,2017,August
388,5745132,other_healthy,18-02-2019 10:22,dog,,,,,,,,['tablet'],,2019,February
3126,33065,other_unwell,29-04-2014 18:54,dog,['Intranasal 2 week'],,,['ulcer'],"['healer', 'ulcer']",,,['Intranasal 2 week'],['Intranasal 2 week'],2014,April
2384,4738140,other_healthy,13-07-2018 08:58,cat,,,"['fleas-', 'prog']",['Weight loss'],['Weight loss'],,,['prog inj'],,2018,July
1350,3465312,vaccination,08-08-2017 10:06,dog,"['tartar', 'Nobivaclepto4']",['Nobivaclepto4'],"['tartar', 'Nobivaclepto4']",['gingivitis'],['gingivitis'],['Nobivaclepto4'],l4,['tartar'],['tartar'],2017,August
1803,1628479,post_op,20-05-2016 10:28,unknown,,,,['inflammation'],['inflammation'],,,,,2016,May
3720,5211401,vaccination,17-10-2018 12:22,dog,,,,,,['Nobivaclepto4'],l4,,,2018,October
3118,4684836,vaccination,07-03-2018 10:01,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,March
2152,6802256,other_healthy,10-12-2019 10:44,dog,,,,,,,,['Intranasal 4 week'],,2019,December
2169,1999171,other_unwell,08-09-2016 10:55,dog,,,,,,,,,,2016,September
1181,802771,other_healthy,11-10-2015 17:38,dog,,,,['purulent'],['purulent'],,,,,2015,October
649,3296344,vaccination,27-06-2017 15:14,cat,,,['trica'],['Weight gain'],"['Weight gain', 'Feline leukemia virus A350A01']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2017,June
3705,5315769,vaccination,11-08-2018 10:07,dog,['Calcium'],['Calcium'],['Calcium'],,['watery'],,,"[""Calcium n't see""]",,2018,August
4175,6300128,post_op,27-06-2019 12:32,dog,,,,,['healer'],,,,,2019,June
645,1200776,other_unwell,15-02-2016 18:48,unknown,,,,['haematoma'],['haematoma'],,,,,2016,February
